Level	Rule Name	Subject	Property	Value
ERROR	duplicate_label	Motorcycle	label	Motorcycle@en
ERROR	duplicate_label	molecule	label	molecule
ERROR	duplicate_label	molecule	label	molecule
ERROR	duplicate_label	milli	label	milli
ERROR	duplicate_label	milli	label	milli
ERROR	duplicate_label	micromole	label	micromole
ERROR	duplicate_label	micromole	label	micromole
ERROR	duplicate_label	material processing	label	material processing@en
ERROR	duplicate_label	material processing	label	material processing@en
ERROR	duplicate_label	mars surface	label	mars surface
ERROR	duplicate_label	mars surface	label	mars surface
ERROR	duplicate_label	mars orbit	label	mars orbit
ERROR	duplicate_label	mars orbit	label	mars orbit
ERROR	duplicate_label	lunar surface	label	lunar surface
ERROR	duplicate_label	lunar surface	label	lunar surface
ERROR	duplicate_label	lunar orbit	label	lunar orbit
ERROR	duplicate_label	lunar orbit	label	lunar orbit
ERROR	duplicate_label	location of	label	location of@en
ERROR	duplicate_label	location of	label	location of@en
ERROR	duplicate_label	located in	label	located in@en
ERROR	duplicate_label	located in	label	located in@en
ERROR	duplicate_label	is carrier of	label	is carrier of@en
ERROR	duplicate_label	is carrier of	label	is carrier of@en
ERROR	duplicate_label	is about	label	is about@en
ERROR	duplicate_label	is about	label	is about@en
ERROR	duplicate_label	International Space Station	label	International Space Station
ERROR	duplicate_label	International Space Station	label	International Space Station
ERROR	duplicate_label	inheres in	label	inheres in@en
ERROR	duplicate_label	inheres in	label	inheres in@en
ERROR	duplicate_label	has_genotype	label	has_genotype
ERROR	duplicate_label	genotype	label	has_genotype
ERROR	duplicate_label	has role	label	has role@en
ERROR	duplicate_label	has role	label	has role@en
ERROR	duplicate_label	has participant	label	has participant
ERROR	duplicate_label	has participant	label	has participant@en
ERROR	duplicate_label	has participant	label	has participant
ERROR	duplicate_label	has participant	label	has participant@en
ERROR	duplicate_label	has output	label	has output@en
ERROR	duplicate_label	has output	label	has output@en
ERROR	duplicate_label	has member	label	has member@en
ERROR	duplicate_label	has member	label	has member@en
ERROR	duplicate_label	has input	label	has input@en
ERROR	duplicate_label	has input	label	has input@en
ERROR	duplicate_label	gill	label	gill
ERROR	duplicate_label	gill	label	gill
ERROR	duplicate_label	environmental study	label	environmental study
ERROR	duplicate_label	environmental study	label	environmental study
ERROR	duplicate_label	description	label	description
ERROR	duplicate_label	description	label	description
ERROR	duplicate_label	dataset	label	dataset@en
ERROR	duplicate_label	dataset	label	dataset@en
ERROR	duplicate_label	concretizes	label	concretizes@en
ERROR	duplicate_label	concretizes	label	concretizes@en
ERROR	duplicate_label	city	label	city
ERROR	duplicate_label	city	label	city
ERROR	duplicate_label	cellular process	label	cellular process
ERROR	duplicate_label	cellular process	label	cellular process
ERROR	duplicate_label	Car	label	Car@en
ERROR	duplicate_label	Car	label	Car@en
ERROR	duplicate_label	bearer of	label	bearer of@en
ERROR	duplicate_label	bearer of	label	bearer of@en
ERROR	duplicate_label	atom	label	atom
ERROR	duplicate_label	atom	label	atom
ERROR	duplicate_label	algorithm	label	algorithm@en
ERROR	duplicate_label	algorithm	label	algorithm@en
ERROR	duplicate_label	Agent	label	Agent@en
ERROR	duplicate_label	Agent	label	Agent@en
ERROR	duplicate_label	age	label	age
ERROR	duplicate_label	age	label	age
ERROR	label_formatting	Encoding Schemes for temporal characteristics	label	"Encoding Schemes
        for temporal characteristics@en-us"
ERROR	missing_label	obo:chebi#IUPAC_NAME	label	
ERROR	multiple_definitions	independent continuant	textual definition	A continuant that is a bearer of quality and realizable entity entities, in which other entities inhere and which itself cannot inhere in anything.@en
ERROR	multiple_definitions	independent continuant	textual definition	b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en
ERROR	multiple_definitions	process	textual definition	An occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t.@en
ERROR	multiple_definitions	process	textual definition	p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en
ERROR	multiple_definitions	specifically dependent continuant	textual definition	A continuant that inheres in or is borne by other entities. Every instance of A requires some specific instance of B which must always be the same.@en
ERROR	multiple_definitions	specifically dependent continuant	textual definition	b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1  i &lt; j  n, ci  and cj share no common parts, are such that for each 1  i  n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en
ERROR	multiple_definitions	specifically dependent continuant	textual definition	b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en
ERROR	multiple_definitions	role	IAO:0000600	b is a role means: b is a realizable entity & b exists because there is some single bearer that is in some special physical, social, or institutional set of circumstances in which this bearer does not have to be& b is not such that, if it ceases to exist, then the physical make-up of the bearer is thereby changed. (axiom label in BFO2 Reference: [061-001])@en
ERROR	multiple_definitions	role	IAO:0000600	b is a role means: b is a realizable entity and b exists because there is some single bearer that is in some special physical, social, or institutional set of circumstances in which this bearer does not have to be and b is not such that, if it ceases to exist, then the physical make-up of the bearer is thereby changed. (axiom label in BFO2 Reference: [061-001])@en
ERROR	multiple_definitions	generically dependent continuant	textual definition	A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.@en
ERROR	multiple_definitions	generically dependent continuant	textual definition	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en
ERROR	multiple_definitions	part of	textual definition	For continuants: C part_of C' if and only if: given any c that instantiates C at a time t, there is some c' such that c' instantiates C' at time t, and c *part_of* c' at t. For processes: P part_of P' if and only if: given any p that instantiates P at a time t, there is some p' such that p' instantiates P' at time t, and p *part_of* p' at t. (Here *part_of* is the instance-level part-relation.)
ERROR	multiple_definitions	part of	textual definition	a core relation that holds between a part and its whole@en
ERROR	multiple_definitions	atom	textual definition	A chemical entity constituting the smallest component of an element having the chemical properties of the element.
ERROR	multiple_definitions	atom	textual definition	A material entity consisting of exactly one atomic nucleus and the electron(s) orbiting it.@en
ERROR	multiple_definitions	molecule	textual definition	A material entity that consists of two or more atoms that are all connected via covalent bonds such that any atom can be transitively connected with any other atom.@en
ERROR	multiple_definitions	molecule	textual definition	Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.
ERROR	multiple_definitions	complex of molecules	textual definition	A complex of two or more molecular entities that are not covalently bound.
ERROR	multiple_definitions	complex of molecules	textual definition	A complex of two or more molecular entities that are not covalently bound.@en
ERROR	multiple_definitions	information content entity	textual definition	A generically dependent continuant that is about some thing.@en
ERROR	multiple_definitions	information content entity	textual definition	an information content entity is an entity that is generically dependent on some artifact and stands in relation of aboutness to some entity@en
ERROR	multiple_definitions	failed exploratory term	textual definition	The term was initially used in an attempt to structure part of the ontology, but in retrospect failed to do a good job.@en
ERROR	multiple_definitions	failed exploratory term	textual definition	The term was used in an attempt to structure part of the ontology but in retrospect failed to do a good job@en
ERROR	multiple_definitions	plan specification	textual definition	A directive information entity with action specifications and objective specifications as parts that, when concretized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified.@en
ERROR	multiple_definitions	plan specification	textual definition	A directive information entity with action specifications and objective specifications as parts, and that may be concretized as a realizable entity that, if realized, is realized in a process in which the bearer tries to achieve the objectives by taking the actions specified.@en
ERROR	multiple_definitions	textual definition	textual definition	The official OBI definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en
ERROR	multiple_definitions	textual definition	textual definition	The official definition, explaining the meaning of a class or property. Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions.@en
ERROR	multiple_definitions	organizational term	textual definition	Term created to ease viewing/sort terms for development purpose, and will not be included in a release@en
ERROR	multiple_definitions	organizational term	textual definition	The term was created to ease viewing/sorting terms for development purposes, but will not be included in a release.@en
ERROR	multiple_definitions	is about	textual definition	A (currently) primitive relation that relates an information artifact to an entity.@en
ERROR	multiple_definitions	is about	textual definition	is_about is a (currently) primitive relation that relates an information artifact to an entity.
ERROR	multiple_definitions	denotes	textual definition	A primitive, instance-level, relation obtaining between an information content entity and some portion of reality. Denotation is what happens when someone creates an information content entity E in order to specifically refer to something. The only relation between E and the thing is that E can be used to 'pick out' the thing. This relation connects those two together. Freedictionary.com sense 3: To signify directly; refer to specifically@en
ERROR	multiple_definitions	denotes	textual definition	Denotes is a primitive, instance-level, relation obtaining between an information content entity and some portion of reality. Denotation is what happens when someone creates an information content entity E in order to specifically refer to something. The only relation between E and the thing is that E can be used to 'pick out' the thing. This relation connects those two together. Freedictionary.com sense 3: To signify directly; refer to specifically
ERROR	multiple_definitions	specimen role	textual definition	A role borne by a material entity that is obtained during a specimen collection process and that can be realized by performing measurements or observations on the specimen.@en
ERROR	multiple_definitions	specimen role	textual definition	a role borne by a material entity that is gained during a specimen collection process and that can be realized by use of the specimen in an investigation@en
ERROR	multiple_definitions	is_supported_by_data	textual definition	The relation between a data item and a conclusion where the conclusion is the output of a data interpreting process and the data item is used as an input to that process
ERROR	multiple_definitions	is_supported_by_data	textual definition	The relation between a data item and a conclusion where the conclusion is the output of a data interpreting process and the data item is used as an input to that process@en
ERROR	multiple_definitions	has_specified_input	textual definition	A relation between a planned process and a continuant participating in that process that is not created during  the process. The presence of the continuant during the process is explicitly specified in the plan specification which the process realizes the concretization of.
ERROR	multiple_definitions	has_specified_input	textual definition	The inverse property of is specified input of
ERROR	multiple_definitions	has_specified_input	textual definition	The inverse property of is specified input of@en
ERROR	multiple_definitions	has_specified_input	textual definition	The inverse property of is_specified_input_of@en
ERROR	multiple_definitions	is specified input of	textual definition	A relation between a planned process and a continuant participating in that process that is not created during  the process. The presence of the continuant during the process is explicitly specified in the plan specification which the process realizes the concretization of.@en
ERROR	multiple_definitions	is specified input of	textual definition	A relation between a planned process and a continuant participating in that process that is not created during the process. The presence of the continuant during the process is explicitly specified in the plan specification which the process realizes the concretization of.
ERROR	multiple_definitions	has_specified_output	textual definition	A relation between a planned process and a continuant participating in that process. The presence of the continuant at the end of the process is explicitly specified in the objective specification which the process realizes the concretization of.
ERROR	multiple_definitions	has_specified_output	textual definition	The inverse property of is specified output of
ERROR	multiple_definitions	has_specified_output	textual definition	The inverse property of is specified output of@en
ERROR	multiple_definitions	has_specified_output	textual definition	The inverse property of is_specified_output_of@en
ERROR	multiple_definitions	achieves_planned_objective	textual definition	This relation obtains between a planned process and a objective specification when the criteria specified in the objective specification are met at the end of the planned process.
ERROR	multiple_definitions	achieves_planned_objective	textual definition	This relation obtains between a planned process and a objective specification when the criteria specified in the objective specification are met at the end of the planned process.@en
ERROR	multiple_definitions	manufacturing	textual definition	A planned process with the objective to produce a processed material which will have a function for future use.@en
ERROR	multiple_definitions	manufacturing	textual definition	Manufacturing is a process with the intent to produce a processed material which will have a function for future use. A person or organization (having manufacturer role) is a participant in this process@en
ERROR	multiple_definitions	Affymetrix	textual definition	An organization which supplies technology, tools and protocols for use in high throughput applications
ERROR	multiple_definitions	Affymetrix	textual definition	An organization which supplies technology, tools and protocols for use in high throughput applications@en
ERROR	multiple_definitions	study design execution	textual definition	a planned process that carries out a study design
ERROR	multiple_definitions	study design execution	textual definition	a planned process that carries out a study design@en
ERROR	multiple_definitions	manufacturer role	textual definition	Manufacturer role is a role which inheres in a person or organization and which is realized by a manufacturing process.
ERROR	multiple_definitions	manufacturer role	textual definition	Manufacturer role is a role which inheres in a person or organization and which is realized by a manufacturing process.@en
ERROR	multiple_definitions	specimen collection process	textual definition	A planned process with the objective of collecting a specimen.
ERROR	multiple_definitions	specimen collection process	textual definition	A planned process with the objective to obtain a material entity for potential use as an input upon which measurements or observations are performed.@en
ERROR	multiple_definitions	specimen collection objective	textual definition	A objective specification that is fulfilled by obtaining a material entity for potential use as an input upon which measurements or observations are performed.@en
ERROR	multiple_definitions	specimen collection objective	textual definition	A objective specification to obtain a material entity for potential use as an input during an investigation.
ERROR	multiple_definitions	GenePattern HeatMapViewer data visualization	textual definition	The GenePattern process of generating Heat Maps from clustered data.
ERROR	multiple_definitions	GenePattern HeatMapViewer data visualization	textual definition	The GenePattern process of generating Heat Maps from clustered data.@en
ERROR	multiple_definitions	GenePattern HierarchicalClusteringViewer data visualization	textual definition	The GenePattern process of generating hierarchical clustering visualization from clustered data.
ERROR	multiple_definitions	GenePattern HierarchicalClusteringViewer data visualization	textual definition	The GenePattern process of generating hierarchical clustering visualization from clustered data.@en
ERROR	multiple_definitions	objective_achieved_by	textual definition	This relation obtains between an objective specification and a planned process when the criteria specified in the objective specification are met at the end of the planned process.
ERROR	multiple_definitions	objective_achieved_by	textual definition	This relation obtains between an objective specification and a planned process when the criteria specified in the objective specification are met at the end of the planned process.@en
ERROR	multiple_definitions	manufacturer	textual definition	A person or organization that has a manufacturer role
ERROR	multiple_definitions	manufacturer	textual definition	A person or organization that has a manufacturer role.@en
ERROR	multiple_definitions	service provider role	textual definition	is a role which inheres in a person or organization and is realized in in a planned process which provides access to training, materials or execution of protocols for an organization or person
ERROR	multiple_definitions	service provider role	textual definition	is a role which inheres in a person or organization and is realized in in a planned process which provides access to training, materials or execution of protocols for an organization or person@en
ERROR	multiple_definitions	processed specimen	textual definition	A specimen that has been intentionally physically modified.
ERROR	multiple_definitions	processed specimen	textual definition	A specimen that has been intentionally physically modified.@en
ERROR	multiple_definitions	categorical label	textual definition	A label that is part of a categorical datum and that indicates the value of the data item on the categorical scale.
ERROR	multiple_definitions	categorical label	textual definition	A label that is part of a categorical datum and that indicates the value of the data item on the categorical scale.@en
ERROR	multiple_definitions	Edingburgh handedness inventory	textual definition	The Edinburgh Handedness Inventory is a set of questions used to assess the dominance of a person's right or left hand in everyday activities.@en
ERROR	multiple_definitions	Edingburgh handedness inventory	textual definition	The Edinburgh Handedness Inventory is a set of questions used to assess the dominance of a person's right or left hand in everyday activities. @en
ERROR	multiple_definitions	specimen from organism	textual definition	A specimen that derives from an anatomical part or substance arising from an organism. Examples of tissue specimen include tissue, organ, physiological system, blood, or body location (arm).
ERROR	multiple_definitions	specimen from organism	textual definition	A specimen that derives from an anatomical part or substance arising from an organism. Examples of tissue specimen include tissue, organ, physiological system, blood, or body location (arm).@en
ERROR	multiple_definitions	Nimblegen	textual definition	An organization that focuses on manufacturing target enrichment probe pools for DNA sequencing.
ERROR	multiple_definitions	Nimblegen	textual definition	An organization that focuses on manufacturing target enrichment probe pools for DNA sequencing.@en
ERROR	multiple_definitions	Pacific Biosciences	textual definition	An organization that supplies tools for studying the synthesis and regulation of DNA, RNA and protein. It developed a powerful technology platform called single molecule real-time (SMRT) technology which enables real-time analysis of biomolecules with single molecule resolution.
ERROR	multiple_definitions	Pacific Biosciences	textual definition	An organization that supplies tools for studying the synthesis and regulation of DNA, RNA and protein. It developed a powerful technology platform called single molecule real-time (SMRT) technology which enables real-time analysis of biomolecules with single molecule resolution.@en
ERROR	multiple_definitions	NanoString Technologies	textual definition	An organization that supplies life science tools for translational research and molecular diagnostics based on a novel digital molecular barcoding technology. The NanoString platform can provide simple, multiplexed digital profiling of single molecules.
ERROR	multiple_definitions	NanoString Technologies	textual definition	An organization that supplies life science tools for translational research and molecular diagnostics based on a novel digital molecular barcoding technology. The NanoString platform can provide simple, multiplexed digital profiling of single molecules.@en
ERROR	multiple_definitions	conclusion based on data	textual definition	An information content entity that is inferred from data.
ERROR	multiple_definitions	conclusion based on data	textual definition	An information content entity that is inferred from data.@en
ERROR	multiple_definitions	value specification	textual definition	An information content entity that specifies a value within a classification scheme or on a quantitative scale.
ERROR	multiple_definitions	value specification	textual definition	An information content entity that specifies a value within a classification scheme or on a quantitative scale.@en
ERROR	multiple_definitions	Thermo Fisher Scientific	textual definition	An organization that is an American multinational, biotechnology product development company, created in 2006 by the merger of Thermo Electron and Fisher Scientific.
ERROR	multiple_definitions	Thermo Fisher Scientific	textual definition	An organization that is an American multinational, biotechnology product development company, created in 2006 by the merger of Thermo Electron and Fisher Scientific.@en
ERROR	multiple_definitions	histologic grade for ovarian tumor according to a two-tier grading system	textual definition	A histologic grade for ovarian tumor that is from a two-tier histological classification of tumors.
ERROR	multiple_definitions	histologic grade for ovarian tumor according to a two-tier grading system	textual definition	A histologic grade for ovarian tumor that is from a two-tier histological classification of tumors. 
ERROR	multiple_definitions	Stage 0 (AJCC 7th)	textual definition	A clinical tumor stage group according to AJCC 7th edition indicating a carcinoma in situ (or melanoma in situ for melanoma of the skin or germ cell neoplasia in situ for testicular germ cell tumors) and generally is considered to have no metastatic potential.
ERROR	multiple_definitions	Stage 0 (AJCC 7th)	textual definition	A clinical tumor stage group according to AJCC 7th edition indicating a carcinoma in situ (or melanoma in situ for melanoma of the skin or germ cell neoplasia in situ for testicular germ cell tumors) and generally is considered to have no metastatic potential. 
ERROR	multiple_definitions	Stage IIA (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion.
ERROR	multiple_definitions	Stage IIA (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion. 
ERROR	multiple_definitions	Stage IIA1 (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion and clinically visible lesion <4.0 cm in greatest dimension.
ERROR	multiple_definitions	Stage IIA1 (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion and clinically visible lesion <4.0 cm in greatest dimension. 
ERROR	multiple_definitions	Stage IIA2 (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion and clinically visible lesion >4.0 cm in greatest dimension.
ERROR	multiple_definitions	Stage IIA2 (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina without parametrial invasion and clinically visible lesion >4.0 cm in greatest dimension. 
ERROR	multiple_definitions	Stage IIB (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina with obvious parametrial invasion.
ERROR	multiple_definitions	Stage IIB (FIGO)	textual definition	An International Federation of Gynecology and Obstetrics cervical cancer stage value specification indicating cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina with obvious parametrial invasion. 
ERROR	multiple_definitions	Oxford Nanopore Technologies	textual definition	An organization that is developing and selling nanopore sequencing products and is based in the UK.
ERROR	multiple_definitions	Oxford Nanopore Technologies	textual definition	An organization that is developing and selling nanopore sequencing products and is based in the UK.@en
ERROR	multiple_definitions	BioGents	textual definition	An organization that manufactures mosquito traps and other mosquito control products.
ERROR	multiple_definitions	BioGents	textual definition	An organization that manufactures mosquito traps and other mosquito control products.@en
ERROR	multiple_definitions	material supplier	textual definition	A person or organization that provides material supplies to other people or organizations.
ERROR	multiple_definitions	material supplier	textual definition	A person or organization that provides material supplies to other people or organizations.@en
ERROR	multiple_definitions	specimen	textual definition	A material entity that has the specimen role.@en
ERROR	multiple_definitions	specimen	textual definition	A material entity that is collected for potential use as an input upon which measurements or observations are performed.@en
ERROR	multiple_definitions	data visualization	textual definition	A planned process with the objective to graphically represent some data by inputing the data and outputting images, diagrams or animations.@en
ERROR	multiple_definitions	data visualization	textual definition	An planned process that creates images, diagrams or animations from the input data.@en
ERROR	multiple_definitions	clustered data visualization	textual definition	A data visualization which has input of a clustered data set and produces an output of a report graph which is capable of rendering data of this type.
ERROR	multiple_definitions	clustered data visualization	textual definition	A data visualization which has input of a clustered data set and produces an output of a report graph which is capable of rendering data of this type.@en
ERROR	multiple_definitions	study design	textual definition	A plan specification comprised of protocols (which may specify how and what kinds of data will be gathered) that are executed as part of an investigation and is realized during a study design execution.
ERROR	multiple_definitions	study design	textual definition	A plan specification comprised of protocols (which may specify how and what kinds of data will be gathered) that are executed as part of an investigation and is realized during a study design execution.@en
